variant,seed,prediction_mse,coordinate_std_mean,coordinate_std_min,collapsed_coordinate_fraction,covariance_identity_rmse,covariance_condition_number,effective_rank,linear_probe_r2,predicted_next_state_r2,sigreg_statistic,train_seconds
variance,0,0.017737016081809998,1.2670191728640214,1.1068773465606694,0.0,1.438266544142849,45602.61006289271,1.2578602302993331,0.5279900089424036,0.44502593179246264,686.3089599609375,6.694508144631982
variance,1,0.015016819350421429,1.1676907766916143,1.0479030110283696,0.0,0.9987052931517416,21701.173265198075,1.9246486397852618,0.5674624683513565,0.5363401208522366,470.00970458984375,5.606251352466643
variance,2,0.013817159458994865,1.1699551625454276,1.0430597068408756,0.0,1.2730514922201503,89810.09176423005,1.1227573450785908,0.5391491624690203,0.46499330470144684,702.07373046875,5.650075762532651
