variant,seed,prediction_mse,coordinate_std_mean,coordinate_std_min,collapsed_coordinate_fraction,covariance_identity_rmse,covariance_condition_number,effective_rank,linear_probe_r2,predicted_next_state_r2,sigreg_statistic,train_seconds
sigreg,0,0.014100393280386925,0.9791056640892153,0.955686972241134,0.0,0.03343609826848508,1.2919322114637763,7.968636659274349,0.9755798915925586,0.9651155091694325,12.066930770874023,9.238023075275123
sigreg,1,0.020594671368598938,1.0021454728946844,0.9795101113982562,0.0,0.03242913150779948,1.3185710431671775,7.967005241093374,0.8117737796820256,0.7939550853752368,8.851821899414062,8.754846525378525
sigreg,2,0.012751263566315174,0.9813090960449089,0.9615055041539218,0.0,0.03463334945820989,1.37840067466283,7.964749104107481,0.9714582111755001,0.9594409141829435,9.927051544189453,8.63276478368789
