variant,seed,prediction_mse,coordinate_std_mean,coordinate_std_min,collapsed_coordinate_fraction,covariance_identity_rmse,covariance_condition_number,effective_rank,linear_probe_r2,predicted_next_state_r2,sigreg_statistic,train_seconds
variance,0,0.0015039843274280429,1.1640078949533472,1.0593846038790034,0.0,1.229118132966191,188421.27096106103,1.1721747294319407,0.2986791258571522,0.26470976964605575,1617.855224609375,6.756418012082577
variance,1,0.0013995982008054852,1.1630951019899034,1.0884019981501263,0.0,1.2424006839340402,154599.70105588285,1.1207737005971823,0.48997530368879527,0.49281901796105565,1644.3056640625,6.554305518977344
variance,2,0.0014720628969371319,1.20683713576084,1.117124329746293,0.0,1.3731185685593137,246878.06366342152,1.0135271645837722,0.3835379778940975,0.3098046386423916,1661.401611328125,6.353789449669421
